"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","1","1","112.634064","0","903"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","1","1","101.259491","0","728"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","1","1","131.954346","0","665"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","39.073036","0","173"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","2","1","6.880044","0","17"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","90","2","2","215.125946","0","1003"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","1","1","19.877686","0","45"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","4.120618","0","5"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","1","1","8.371809","0","18"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","6.523370","0","26"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","12","6","160.330429","0","357"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","1","1","104.155914","0","481"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","1","1","11.550123","0","41"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","1","1","158.539093","0","1335"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","1","1","259.963684","0","3027"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","2","1","2197.954590","88","70277"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","1","1","89.284271","0","270"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","14.751173","0","21"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","11.159406","0","26"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","1","1","475.835175","0","3660"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","1","1","54.881645","0","101"
"/Game/UserAssets/Models/SandmanTexture_png.SandmanTexture_png","49","14","1","1","46.714260","0","109"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","28.947802","0","99"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","1","1","35.875057","0","105"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","2","2","59.694176","0","314"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","1","1","128.857117","0","201"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","24.124451","0","91"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","1","1","27.949726","0","100"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","2","1","24.295910","0","51"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","1","1","27.688507","0","81"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","4","4","598.624512","0","961"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","4","4","226.573303","0","1044"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","11","8","1163.444336","0","1544"
"/Interchange/gltf/M_Opaque.M_Opaque","49","240","10","8","672.382812","0","1758"
